name,rating,tags,similar
uco bank,3.9,"Financial Services, Banking, Fortune India 500, Public",
udaan,4,"Consumer goods, Financial Services, Internet, Retail, Startup, Indian Unicorn",
udaan cargo & logistics,4.2,Logistics,
udaan express,4,Not Available,
udaan technologies,4.3,Engineering & Construction,
uds,3.8,"Manufacturing, Facility Management Services",
ufaber,3.3,"Internet, Education & Training, EdTech, Startup",
ufi filters,3.7,"Industrial Machinery, Urban Transport, Auto Components",
uflex,3.7,"Chemicals / Agri Inputs, Printing / Packaging, Packaging, Conglomerate, Fortune India 500, Public",
ufo moviez,4.2,"Media & Entertainment / Publishing, Media & Entertainment, Public",
ugam solution,3.7,"Analytics & KPO, IT Services & Consulting",
ugc supply chain solutions,3.6,"Logistics / Shipping, Logistics",
ugro capital,3.9,Public,
ujaas energy,3.7,"Power, Public",
ujjivan small finance bank,4.1,"Financial Services, Banking, Fortune India 500, Public",
ukay metal industries,3.7,"Chemicals / Agri Inputs, Manufacturing, Metals & Mining",
ukb electronics,4.2,"Manufacturing, Electronics, Electronics Manufacturing",
ultimate flexipack,3.9,"Petrochemicals, Public",
ultra engineers,4,Engineering & Construction,
ultratech cement,4.2,"Building Material, Engineering & Construction, Fortune India 500, Public",
ultratech cement,3.6,"Retail, IT Services & Consulting",
ultratech india,3.9,Pharma,
uma polymers,3.9,Packaging,
umang dairies,3.8,"Agriculture, FMCG, Public",
umasons auto compo,4.2,Auto Components,
umedica laboratories,3.4,"Analytics & KPO, Pharma, Chemicals",
umlaut,3.3,Management Consulting,
ummeed housing finance,4.4,Financial Services,
unacademy,3.5,"Internet, Education & Training, EdTech, Startup, Indian Unicorn",
underwriters laboratories,4.2,"Financial Services, Law Enforcement & Security",
uni klinger,4,"Industrial Machinery, Public",
unibic foods,4.3,"Food Processing, Manufacturing",
unicef,4.1,Non-Profit,
unicharm,4.3,"Consumer goods, Manufacturing, Beauty & Personal Care, Forbes Global 2000",
unichem laboratories,4,"Pharma, Public",
unicom infotel,4.1,Telecom,
unicorn infosolutions,3.9,"Manufacturing, Pharma",
unify technologies,3.7,"Financial Services, IT Services & Consulting",
uniinfo telecom services,3.4,"Telecom, Public",
unilog content solutions,3.5,"Internet, IT Services & Consulting, Software Product",
unimark remedies,2.9,Pharma,
unimoni,3.9,"Financial Services, Hardware & Networking, FinTech, Software Product",
unimrkt research,3.1,Analytics & KPO,
union bank of india,3.9,"Financial Services, Banking, Government, Forbes Global 2000, Fortune India 500, Public",
uniparts group,4.1,"Agriculture, Industrial Machinery, Manufacturing",
uniproducts,3.9,"Consumer goods, Import & Export, Manufacturing, Auto Components, Public",
uniqlo,3.3,Retail,
unique builders,3.3,Engineering & Construction,
unique engineers,3.7,"Industrial Machinery, Engineering & Construction",
unique enterprises,3.6,"Internet, Retail, Fashion & Textile",
unique identification authority of india,4.3,"IT Services & Consulting, Public",
unique infra engineering,3.6,Engineering & Construction,
unique pharmaceutical laboratories,4.1,"Food Processing, Manufacturing, Beverage, Conglomerate, Fortune India 500, Public",
unison pharmaceuticals,4.2,Pharma,
unistal systems,4.2,"Hardware & Networking, Software Product",
unisys,3.9,"IT Services & Consulting, Software Product",
unitech,4,"Real Estate, Engineering & Construction, Public",
unitech power transmission,3.9,"Power, Retail, Public",
united alliance technology,4.8,IT Services & Consulting,
united bank of india,3.9,"Financial Services, Banking, Public",
united biotech,3.5,"Biotech & Life sciences, Pharma",
united biscuits,4.7,Food Processing,
united breweries,3.9,"Beverage, Fortune India 500, Public",
united colors of benetton info,4.4,Retail,
united india insurance company,4.3,"Financial Services, Insurance, Government, Public",
united industries,3.9,"Industrial Machinery, Urban Transport, Public",
united nations development programme,4.4,"Non-Profit, Public",
united phosphorus,4.3,"Agriculture, Agro Chemicals, Fortune India 500, Public",
united spirits,3.4,"Internet, EdTech, Startup",
unitedhealth,4.2,"Healthcare, Forbes Global 2000",
unitedhealthcare parekh insurance tpa,4.2,Healthcare,
unitedlex,3.4,Legal,
unitile,4.7,"Building Material, Engineering & Construction",
unity infraprojects,3.7,"Architecture & Interior Design, Engineering & Construction, Public",
universal construction machinery and equipment,3.3,"Industrial Machinery, Public",
universal corporation,3.8,"Manufacturing, Retail, Pharma",
universal precision screws,3.5,Industrial Machinery,
universal sompo general insurance,3.7,"Financial Services, Insurance",
university college of engineering,117,,
university college of medical sciences,28,,
university of hyderabad,94,,
university of jammu,100,,
university of petroleum & energy studies,4.3,"Financial Services, Education & Training",
university of petroleum and energy studies,61,,
uniworld logistics,3.6,Logistics,
unlistedguru,4.9,Financial Services,
uno minda,4.1,"Auto Components, Fortune India 500",
unschool learning,4.3,"Consulting, Design, Engineering & Construction",
updater services,3.9,"BPO/KPO, Facility Management Services",
upgrad,3.8,"Internet, Education & Training, Hardware & Networking, EdTech, Software Product, Startup, Indian Unicorn",
upl-2,3.6,Agro Chemicals,
uplers,4.5,IT Services & Consulting,
upman placements,4.5,Recruitment,
uppcl,4,"Power, Public",
ups logistics,4.2,"Logistics / Shipping, Logistics, Forbes Global 2000",
ups supply chain solutions,4.2,Logistics,
upwork,4.6,"Advertising / PR / Events, Internet, Startup, Public",
urbacon trading & contracting,4,Engineering & Construction,
urban company,3.7,"Internet, IT Services & Consulting, Startup, Indian Unicorn",
urban ladder,4.1,"Furniture & Furnishing, Retail, Startup",
urbanpro,4,"Financial Services, Internet, EdTech",
urc construction,3.7,Engineering & Construction,
urjanet energy solutions,3.7,"Power, IT Services & Consulting",
urs scott wilson india,3.3,"Industrial Machinery, Manufacturing, Roads/Railways, Public",
us tech solutions,4,"Recruitment, Software Product",
us technology,4.1,"Manufacturing, IT Services & Consulting",
usg boral building products,4.2,Building Material,
usha armour,3.7,Law Enforcement & Security,
usha fire safety equipments,3.7,Industrial Machinery,
usha international,4.2,"Manufacturing, Electronics, Consumer Electronics & Appliances, Public",
usha martin,4.1,"Automobile, Iron & Steel, Manufacturing, Engineering & Construction, Fortune India 500, Public",
usha shriram enterprises,2.1,Retail,
ushodaya enterprises,4.2,"FMCG, Media & Entertainment / Publishing",
ust,4,IT Services & Consulting,
usv,4,"Manufacturing, Pharma, Fortune India 500",
uti mutual fund,4,Financial Services,
uti technology services,3.5,"Federal Agencies, IT Services & Consulting, Public",
utility powertech,3.8,"Power, Engineering & Construction",
utility projects and services,3.7,Engineering & Construction,
utkarsh india,4.1,Ports & Shipping,
utkarsh small finance bank,3.9,"Financial Services, Banking, Public",
utsav fashion,3.6,"Internet, Retail, Fashion & Textile",
uttam galva steels,4,"Iron & Steel, Public",
uttam sugar mills,4.3,"Food Processing, Beverage, Public",
uttam toyota,4.2,"Automobile, Retail",
uttam value steels,4,"Iron & Steel, Public",
uttar pradesh jal nigam,4,"Government, Public",
utthunga technologies,4.1,Industrial Automation,
v-bazaar retail,4,Retail,
v-guard industries,4.5,"Manufacturing, Electronics, Electrical Equipment, Fortune India 500, Public",
v-mart,4.4,"FMCG, Retail, Fashion & Textile, Public",
v-soft consulting,3.4,"Consulting, IT Services & Consulting",
v-trans,4.1,"Logistics / Shipping, Urban Transport, Logistics, Public",
v-xpress,4.3,"Logistics / Shipping, Logistics",
v.s.t tillers tractors,3.5,"Automobile, Industrial Machinery, Manufacturing, Public",
v.ships,4.4,"Architecture & Interior Design, Engineering & Construction, Public",
v2 retail,3.7,"Retail, Fashion & Textile, Public",
v2 solutions,4.2,IT Services & Consulting,
v2soft,3.9,"Hardware & Networking, IT Services & Consulting, Software Product",
v5 global services,3.9,Recruitment,
va tech wabag,3.9,"Power, Fortune India 500, Public",
vaaan infra,4,"Internet, Urban Transport, Engineering & Construction",
vaaman engineers,4,Engineering & Construction,
vacmet india,4,"Manufacturing, Printing / Packaging, Packaging, Public",
vaco binary semantics ,3.8,IT Services & Consulting,
vadilal industries,4.2,"Agriculture, FMCG, Manufacturing, Conglomerate, Public",
vaibhav global,3.6,"Jewellery, Manufacturing, Retail, Public",
vaidik eduservices ,3.1,"EdTech, Startup",
vakilsearch,3.5,"Internet, Legal, Startup",
vakrangee,3.7,"Retail, BPO, Public",
valdel engineers & constructors,3.6,"Architecture & Interior Design, Oil & Gas",
valecha engineering,3.3,"Law Enforcement & Security, Electronics Manufacturing",
valeo,3.9,"Industrial Machinery, Auto Components, Forbes Global 2000",
valeo lightning systems india,3.8,Not Available,
valgenesis,2.7,"IT Services & Consulting, Software Product",
vallurupalli nageswara rao vignana jyothi institute of engineering and technology,113,,
valmet,4.1,"Industrial Machinery, Oil & Gas",
value point systems,3.8,IT Services & Consulting,
valued epistemics,3.3,"Internet, Education & Training, EdTech",
valuefirst digital media,4.2,"Advertising / PR / Events, Internet, Software Product",
valuelabs,3.9,"BPO/KPO, IT Services & Consulting, Software Product",
valueonshore advisors,4.1,Management Consulting,
valvoline cummins,4.1,"Industrial Machinery, Manufacturing, Oil / Gas / Petro Chemicals, Auto Components",
vamani overseas,3.6,Furniture & Furnishing,
van heusen,4.2,"Retail, Fashion & Textile",
vandana global,3.9,"Iron & Steel, Metals & Mining, Retail",
vanderlande industries,4.4,Logistics,
vanesa care,4,Beauty & Personal Care,
vantage integrated security solutions,4,"Internet, Education & Training",
vap technology,3.4,IT Services & Consulting,
var facility management solutions,4.4,Facility Management Services,
vara united,3.8,"IT Services & Consulting, Software Product",
vardhaman college of engineering,162,,
vardhman acrylics,4,"Fashion & Textile, Public",
vardhman fabrics,4.1,"Manufacturing, Fashion & Textile, Fortune India 500",
vardhman mahavir medical college & safdarjung hospital,19,,
vardhman special steels,4.5,"Iron & Steel, Manufacturing, Public",
varian medical systems,4.1,"Biotech & Life sciences, Medical Equipment",
varindera constructions,4.3,"Engineering & Construction, Public",
varite,3.7,IT Services & Consulting,
varmora granito,4.3,"Building Material, Import & Export",
varroc engineering limited vel-pn,3.8,Auto Components,
varroc group,3.8,"Automobile, Industrial Machinery, Manufacturing, Auto Components, MNC, Fortune India 500, Public",
varroc lighting systems,3.8,"Automobile, Electronics, Auto Components",
varroc polymers,3.9,"Automobile, Industrial Machinery, Manufacturing, Auto Components",
varrsana ispat,3.4,"Engineering & Construction, Public",
varsity education management,4.4,"Real Estate, Travel & Tourism / Hospitality",
varthana,4.4,"Financial Services, Banking, FinTech",
varun beverages,4,"Food Processing, Manufacturing, Beverage, Fortune India 500, Public",
varun motors,4,"Automobile, Retail",
varuna integrated logistics,3.8,"Logistics / Shipping, Logistics",
vasan eye care hospitals,3.6,Healthcare,
vasant chemicals,4.1,"Chemicals / Agri Inputs, Manufacturing, Chemicals",
vasant masala,4.5,Retail,
vasantha tool crafts,4.4,"Design, Industrial Machinery, Manufacturing",
vascon engineers,3.7,"Real Estate, Engineering & Construction, Public",
vashi electricals,4,"Internet, Retail, Electronics, Electrical Equipment",
vasta bio-informatics,3.7,Clinical Research,
vastu housing finance,4.5,Financial Services,
vasu healthcare,4.2,Healthcare,
vasudha pharma chem,4.2,"Manufacturing, Pharma, Public",
vatika group,4.1,"Real Estate, Hospitality",
vatika hotels,4,Metals & Mining,
vaya finserv,4.2,"Financial Services, Internet, Startup",
vayam info solutions,3.9,"BPO/KPO, Recruitment, IT Services & Consulting",
vayam technologies,3.5,IT Services & Consulting,
vbeyond corporation,4.1,"Recruitment, IT Services & Consulting, Marketing & Advertising",
vcare call center,2.7,"BPO/KPO, BPO",
vcare trichology,3.6,Healthcare,
vcs quality services,4.4,"Power, Oil & Gas",
vda infosolutions,3.6,IT Services & Consulting,
ve commercial vehicles,4,"Automobile, Manufacturing, Auto Components",
vectone mobile,3.7,Telecom,
vector india,4.6,"Internet, Education & Training, Auto Components",
vectus industries,4.2,"Industrial Machinery, Manufacturing, Petrochemicals",
vedang cellular services,4.1,Telecom,
vedang radio technology,4.1,"Design, Manufacturing, Telecom",
vedant fashions,3.7,"Retail, Fashion & Textile",
vedanta aluminium,3.3,Beauty & Personal Care,
vedanta limited,4.1,"Metals & Mining, Forbes Global 2000",
vedanta resources,3.9,"Metals & Mining, Oil / Gas / Petro Chemicals, Fortune India 500, Public",
vedantu,3.4,"Financial Services, Internet, Education & Training, EdTech, Indian Unicorn",
veeba food services,4.5,"FMCG, Manufacturing",
veeda clinical research,4.2,"Clinical Research, Pharma",
veena world,4.1,Travel & Tourism,
veer surendra sai university of technology,111,,
veer-o-- metals,4.1,"Industrial Machinery, Metals & Mining",
veeraraghavan & company,3.1,Accounting & Auditing,
veermata jijabai technological institute,119,,
veermata jijabai technological institute ,119,,
veetechnologies,3.8,"Engineering & Construction, IT Services & Consulting",
vega industries,4.1,Beauty & Personal Care,
vehant technologies,4.3,IT Services & Consulting,
vel tech rangarajan dr. sagunthala r & d institute of science and technology,84,,
velagapudi ramakrishna siddhartha engineering college,141,,
velan info services,4.3,"Financial Services, IT Services & Consulting",
